"scientificName","order","matchedname","authority","country_at_risk"
"Cenchrus brownii Roem. & Schult.","Poales","Cenchrus brownii","Roem. & Schult.","VG"
"Cenchrus ciliaris L.","Poales","Cenchrus ciliaris","L.","VG"
"Centrosema pubescens Benth.","Fabales","Centrosema pubescens","Benth.","VG"
"Chloris virgata Sw.","Poales","Chloris virgata","Sw.","VG"
"Cissampelos pareira L.","Ranunculales","Cissampelos pareira","L.","VG"
"Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitales","Citrullus lanatus","(Thunb.) Matsum. & Nakai","VG"
"Cladium mariscus (L.) Pohl","Poales","Cladium mariscus","(L.) Pohl","VG"
"Coffea arabica L.","Gentianales","Coffea arabica","L.","VG"
"Crescentia cujete L.","Lamiales","Crescentia cujete","L.","VG"
"Crotalaria juncea L.","Fabales","Crotalaria juncea","L.","VG"
"Cucurbita pepo L.","Cucurbitales","Cucurbita pepo","L.","VG"
"Cyperus alopecuroides Rottb.","Poales","Cyperus alopecuroides","Rottb.","VG"
"Cyperus articulatus L.","Poales","Cyperus articulatus","L.","VG"
"Datura metel L.","Solanales","Datura metel","L.","VG"
"Digitaria longiflora (Retz.) Pers.","Poales","Digitaria longiflora","(Retz.) Pers.","VG"
"Digitaria sanguinalis (L.) Scop.","Poales","Digitaria sanguinalis","(L.) Scop.","VG"
"Eleocharis mutata (L.) Roem. & Schult.","Poales","Eleocharis mutata","(L.) Roem. & Schult.","VG"
"Epiphyllum phyllanthus (L.) Haw.","Caryophyllales","Epiphyllum phyllanthus","(L.) Haw.","VG"
"Eucalyptus camaldulensis Dehnh.","Myrtales","Eucalyptus camaldulensis","Dehnh.","VG"
"Euphorbia nutans Lag.","Malpighiales","Euphorbia nutans","Lag.","VG"
"Euphorbia tirucalli L.","Malpighiales","Euphorbia tirucalli","L.","VG"
"Ficus altissima Blume","Rosales","Ficus altissima","Blume","VG"
"Ipomoea batatas (L.) Lam.","Solanales","Ipomoea batatas","(L.) Lam.","VG"
"Ipomoea nil (L.) Roth","Solanales","Ipomoea nil","(L.) Roth","VG"
"Ipomoea tricolor Cav.","Solanales","Ipomoea tricolor","Cav.","VG"
"Lactuca serriola L.","Asterales","Lactuca serriola","L.","VG"
"Lagerstroemia indica L.","Myrtales","Lagerstroemia indica","L.","VG"
"Malachra fasciata Jacq.","Malvales","Malachra fasciata","Jacq.","VG"
"Mucuna pruriens (L.) DC.","Fabales","Mucuna pruriens","(L.) DC.","VG"
"Najas marina L.","Alismatales","Najas marina","L.","VG"
"Nelumbo nucifera Gaertn.","Proteales","Nelumbo nucifera","Gaertn.","VG"
"Olea europaea L.","Lamiales","Olea europaea","L.","VG"
"Paspalum vaginatum Sw.","Poales","Paspalum vaginatum","Sw.","VG"
"Paspalum virgatum L.","Poales","Paspalum virgatum","L.","VG"
"Passiflora laurifolia L.","Malpighiales","Passiflora laurifolia","L.","VG"
"Pereskia aculeata Mill.","Caryophyllales","Pereskia aculeata","Mill.","VG"
"Persea americana Mill.","Laurales","Persea americana","Mill.","VG"
"Phyllanthus urinaria L.","Malpighiales","Phyllanthus urinaria","L.","VG"
"Pistia stratiotes L.","Alismatales","Pistia stratiotes","L.","VG"
"Pisum sativum L.","Fabales","Pisum sativum","L.","VG"
"Pteris vittata L.","Polypodiales","Pteris vittata","L.","VG"
"Punica granatum L.","Myrtales","Punica granatum","L.","VG"
"Salvia coccinea Buc'hoz ex Etl.","Lamiales","Salvia coccinea","Buc'hoz ex Etl.","VG"
"Setaria barbata (Lam.) Kunth","Poales","Setaria barbata","(Lam.) Kunth","VG"
"Solanum villosum Mill.","Solanales","Solanum villosum","Mill.","VG"
"Sonchus oleraceus L.","Asterales","Sonchus oleraceus","L.","VG"
"Stachytarpheta cayennensis (Rich.) Vahl","Lamiales","Stachytarpheta cayennensis","(Rich.) Vahl","VG"
"Syzygium cumini (L.) Skeels","Myrtales","Syzygium cumini","(L.) Skeels","VG"
"Thunbergia alata Bojer ex Sims","Lamiales","Thunbergia alata","Bojer ex Sims","VG"
"Tradescantia spathacea Sw.","Commelinales","Tradescantia spathacea","Sw.","VG"
"Triticum aestivum L.","Poales","Triticum aestivum","L.","VG"
"Utricularia gibba L.","Lamiales","Utricularia gibba","L.","VG"
"Yucca aloifolia L.","Asparagales","Yucca aloifolia","L.","VG"
"Ambrosia artemisiifolia L.","Asterales","Ambrosia artemisiifolia","L.","VG"
"Apium graveolens L.","Apiales","Apium graveolens","L.","VG"
"Araucaria heterophylla (Salisb.) Franco","Pinales","Araucaria heterophylla","(Salisb.) Franco","VG"
"Ardisia crenata Sims","Ericales","Ardisia crenata","Sims","VG"
"Asparagus officinalis L.","Asparagales","Asparagus officinalis","L.","VG"
"Asparagus setaceus (Kunth) Jessop","Asparagales","Asparagus setaceus","(Kunth) Jessop","VG"
"Basella alba L.","Caryophyllales","Basella alba","L.","VG"
"Bauhinia monandra Kurz","Fabales","Bauhinia monandra","Kurz","VG"
"Beta vulgaris L.","Caryophyllales","Beta vulgaris","L.","VG"
"Bixa orellana L.","Malvales","Bixa orellana","L.","VG"
"Browallia americana L.","Solanales","Browallia americana","L.","VG"
"Buddleja davidii Franch.","Lamiales","Buddleja davidii","Franch.","VG"
"Caesalpinia decapetala (Roth) Alston","Fabales","Caesalpinia decapetala","(Roth) Alston","VG"
"Calopogonium mucunoides Desv.","Fabales","Calopogonium mucunoides","Desv.","VG"
"Cardamine flexuosa With.","Brassicales","Cardamine flexuosa","With.","VG"
"Cardiospermum halicacabum L.","Sapindales","Cardiospermum halicacabum","L.","VG"
"Cassia javanica L.","Fabales","Cassia javanica","L.","VG"
"Citrus aurantiifolia (Christm.) Swingle","Sapindales","Citrus aurantiifolia","(Christm.) Swingle","VG"
"Citrus aurantium L.","Sapindales","Citrus aurantium","L.","VG"
"Citrus medica L.","Sapindales","Citrus medica","L.","VG"
"Convolvulus arvensis L.","Solanales","Convolvulus arvensis","L.","VG"
"Coreopsis lanceolata L.","Asterales","Coreopsis lanceolata","L.","VG"
"Crotalaria spectabilis Roth","Fabales","Crotalaria spectabilis","Roth","VG"
"Cuphea hyssopifolia Kunth","Myrtales","Cuphea hyssopifolia","Kunth","VG"
"Curcuma longa L.","Zingiberales","Curcuma longa","L.","VG"
"Cyperus alternifolius L.","Poales","Cyperus alternifolius","L.","VG"
"Cyperus imbricatus Retz.","Poales","Cyperus imbricatus","Retz.","VG"
"Cyperus iria L.","Poales","Cyperus iria","L.","VG"
"Eleocharis cellulosa Torr.","Poales","Eleocharis cellulosa","Torr.","VG"
"Eleocharis interstincta (Vahl) Roem. & Schult.","Poales","Eleocharis interstincta","(Vahl) Roem. & Schult.","VG"
"Eleocharis retroflexa (Poir.) Urb.","Poales","Eleocharis retroflexa","(Poir.) Urb.","VG"
"Equisetum arvense L.","Equisetales","Equisetum arvense","L.","VG"
"Eriobotrya japonica (Thunb.) Lindl.","Rosales","Eriobotrya japonica","(Thunb.) Lindl.","VG"
"Euphorbia thymifolia L.","Malpighiales","Euphorbia thymifolia","L.","VG"
"Fimbristylis littoralis Gaudich.","Poales","Fimbristylis littoralis","Gaudich.","VG"
"Fuirena umbellata Rottb.","Poales","Fuirena umbellata","Rottb.","VG"
"Galinsoga parviflora Cav.","Asterales","Galinsoga parviflora","Cav.","VG"
"Gamochaeta purpurea (L.) Cabrera","Asterales","Gamochaeta purpurea","(L.) Cabrera","VG"
"Hibiscus sabdariffa L.","Malvales","Hibiscus sabdariffa","L.","VG"
"Hydrocotyle sibthorpioides Lam.","Apiales","Hydrocotyle sibthorpioides","Lam.","VG"
"Hydrocotyle verticillata Thunb.","Apiales","Hydrocotyle verticillata","Thunb.","VG"
"Hyptis lanceolata Poir.","Lamiales","Hyptis lanceolata","Poir.","VG"
"Impatiens balsamina L.","Ericales","Impatiens balsamina","L.","VG"
"Ipomoea alba L.","Solanales","Ipomoea alba","L.","VG"
"Ipomoea carnea Jacq.","Solanales","Ipomoea carnea","Jacq.","VG"
"Jatropha curcas L.","Malpighiales","Jatropha curcas","L.","VG"
"Jatropha podagrica Hook.","Malpighiales","Jatropha podagrica","Hook.","VG"
"Lactuca sativa L.","Asterales","Lactuca sativa","L.","VG"
"Miconia calvescens DC.","Myrtales","Miconia calvescens","DC.","VG"
"Mikania micrantha Kunth","Asterales","Mikania micrantha","Kunth","VG"
"Mimosa pigra L.","Fabales","Mimosa pigra","L.","VG"
"Nicotiana tabacum L.","Solanales","Nicotiana tabacum","L.","VG"
"Nymphoides indica (L.) Kuntze","Asterales","Nymphoides indica","(L.) Kuntze","VG"
"Ocimum gratissimum L.","Lamiales","Ocimum gratissimum","L.","VG"
"Oryza sativa L.","Poales","Oryza sativa","L.","VG"
"Oxalis debilis Kunth","Oxalidales","Oxalis debilis","Kunth","VG"
"Parmentiera cereifera Seem.","Lamiales","Parmentiera cereifera","Seem.","VG"
"Paspalum pumilum Nees","Poales","Paspalum pumilum","Nees","VG"
"Passiflora edulis Sims","Malpighiales","Passiflora edulis","Sims","VG"
"Phyllanthus tenellus Roxb.","Malpighiales","Phyllanthus tenellus","Roxb.","VG"
"Pinus caribaea Morelet","Pinales","Pinus caribaea","Morelet","VG"
"Polygala paniculata L.","Fabales","Polygala paniculata","L.","VG"
"Potamogeton nodosus Poir.","Alismatales","Potamogeton nodosus","Poir.","VG"
"Pteridium aquilinum (L.) Kuhn","Polypodiales","Pteridium aquilinum","(L.) Kuhn","VG"
"Rhynchospora corymbosa (L.) Britton","Poales","Rhynchospora corymbosa","(L.) Britton","VG"
"Sambucus canadensis L.","Dipsacales","Sambucus canadensis","L.","VG"
"Senna alata (L.) Roxb.","Fabales","Senna alata","(L.) Roxb.","VG"
"Solanum furcatum Dunal","Solanales","Solanum furcatum","Dunal","VG"
"Stachytarpheta urticifolia Sims","Lamiales","Stachytarpheta urticifolia","Sims","VG"
"Syngonium podophyllum Schott","Alismatales","Syngonium podophyllum","Schott","VG"
"Tanacetum vulgare L.","Asterales","Tanacetum vulgare","L.","VG"
"Thunbergia grandiflora Roxb.","Lamiales","Thunbergia grandiflora","Roxb.","VG"
"Thunbergia laurifolia Lindl.","Lamiales","Thunbergia laurifolia","Lindl.","VG"
"Tragopogon pratensis L.","Asterales","Tragopogon pratensis","L.","VG"
"Vigna hosei (Craib) Backer","Fabales","Vigna hosei","(Craib) Backer","VG"
"Xanthosoma sagittifolium (L.) Schott","Alismatales","Xanthosoma sagittifolium","(L.) Schott","VG"
"Zingiber officinale Roscoe","Zingiberales","Zingiber officinale","Roscoe","VG"
"Abelmoschus moschatus Medik.","Malvales","Abelmoschus moschatus","Medik.","VG"
"Acacia mangium Willd.","Fabales","Acacia mangium","Willd.","VG"
"Acalypha alopecuroidea Jacq.","Malpighiales","Acalypha alopecuroidea","Jacq.","VG"
"Achillea millefolium L.","Asterales","Achillea millefolium","L.","VG"
"Acroceras zizanioides (Kunth) Dandy","Poales","Acroceras zizanioides","(Kunth) Dandy","VG"
"Aeschynomene indica L.","Fabales","Aeschynomene indica","L.","VG"
"Agrostis scabra Willd.","Poales","Agrostis scabra","Willd.","VG"
"Ajuga reptans L.","Lamiales","Ajuga reptans","L.","VG"
"Alcea rosea L.","Malvales","Alcea rosea","L.","VG"
"Allionia incarnata L.","Caryophyllales","Allionia incarnata","L.","VG"
"Allium cepa L.","Asparagales","Allium cepa","L.","VG"
"Alternanthera pungens Kunth","Caryophyllales","Alternanthera pungens","Kunth","VG"
"Amaranthus cruentus L.","Caryophyllales","Amaranthus cruentus","L.","VG"
"Amaranthus hybridus L.","Caryophyllales","Amaranthus hybridus","L.","VG"
"Ambrosia confertiflora DC.","Asterales","Ambrosia confertiflora","DC.","VG"
"Andropogon virginicus L.","Poales","Andropogon virginicus","L.","VG"
"Anoda cristata (L.) Schltdl.","Malvales","Anoda cristata","(L.) Schltdl.","VG"
"Anthemis cotula L.","Asterales","Anthemis cotula","L.","VG"
"Aristolochia ringens Vahl","Piperales","Aristolochia ringens","Vahl","VG"
"Artemisia absinthium L.","Asterales","Artemisia absinthium","L.","VG"
"Asparagus densiflorus (Kunth) Jessop","Asparagales","Asparagus densiflorus","(Kunth) Jessop","VG"
"Axonopus fissifolius (Raddi) Kuhlm.","Poales","Axonopus fissifolius","(Raddi) Kuhlm.","VG"
"Azolla caroliniana Willd.","Salviniales","Azolla caroliniana","Willd.","VG"
"Baccharis halimifolia L.","Asterales","Baccharis halimifolia","L.","VG"
"Baltimora recta L.","Asterales","Baltimora recta","L.","VG"
"Barleria cristata L.","Lamiales","Barleria cristata","L.","VG"
"Bauhinia variegata L.","Fabales","Bauhinia variegata","L.","VG"
"Bidens bipinnata L.","Asterales","Bidens bipinnata","L.","VG"
"Brassica oleracea L.","Brassicales","Brassica oleracea","L.","VG"
"Brassica rapa L.","Brassicales","Brassica rapa","L.","VG"
"Bromus catharticus Vahl","Poales","Bromus catharticus","Vahl","VG"
"Bromus tectorum L.","Poales","Bromus tectorum","L.","VG"
"Calliandra surinamensis Benth.","Fabales","Calliandra surinamensis","Benth.","VG"
"Calyptocarpus vialis Less.","Asterales","Calyptocarpus vialis","Less.","VG"
"Cardamine hirsuta L.","Brassicales","Cardamine hirsuta","L.","VG"
"Caryota mitis Lour.","Arecales","Caryota mitis","Lour.","VG"
"Castilla elastica Sessé","Rosales","Castilla elastica","Sessé","VG"
"Casuarina cunninghamiana Miq.","Cucurbitales","Casuarina cunninghamiana","Miq.","VG"
"Cecropia peltata L.","Rosales","Cecropia peltata","L.","VG"
"Celosia cristata L.","Caryophyllales","Celosia cristata","L.","VG"
"Cenchrus gracillimus Nash","Poales","Cenchrus gracillimus","Nash","VG"
"Centaurea cineraria L.","Asterales","Centaurea cineraria","L.","VG"
"Cerastium glomeratum Thuill.","Caryophyllales","Cerastium glomeratum","Thuill.","VG"
"Ceratophyllum demersum L.","Ceratophyllales","Ceratophyllum demersum","L.","VG"
"Ceratopteris pteridoides (Hook.) Hieron.","Polypodiales","Ceratopteris pteridoides","(Hook.) Hieron.","VG"
"Ceratopteris thalictroides (L.) Brongn.","Polypodiales","Ceratopteris thalictroides","(L.) Brongn.","VG"
