Family,Taxa,Genus,Species,Common name  ,WRA score  ,WRA rating,WRA designation,Date  ,Filename,
Fabaceae,Inocarpus fagifer,Inocarpus ,fagifer,Polynesian chestnut,-3,Low Risk,L (HPWRA),13/02/2004,Inocarpus fagifer.xls,
Fabaceae,Intsia bijuga,Intsia ,bijuga,kwila,-6,Low Risk,L (Hawaii),09/02/2004,Intsia bijuga.xls,
Convolvulaceae,Ipomoea batatas,Ipomoea,batatas,sweet potato,2,Low Risk,L (HPWRA),03/11/2011,Ipomoea batatas.pdf,
Convolvulaceae,Ipomoea horsfalliae,Ipomoea ,horsfalliae,Kuhio vine,1,Low Risk,L (HPWRA),12/08/2004,Ipomoea horsfalliae.xls,
Convolvulaceae,Ipomoea obscura,Ipomoea ,obscura,obscure morning glory,13,High Risk,H (HPWRA),18/11/2009,Ipomoea obscura.xls,
Convolvulaceae,Ipomoea quamoclit,Ipomoea ,quamoclit,Cypress vine,14,High Risk,H (HPWRA),14/08/2008,Ipomoea quamoclit.xls,
Convolvulaceae,Ipomoea triloba,Ipomoea,triloba,"little bell, three-lobed morning-glory",15,High Risk,H (HPWRA),23/10/2012,Ipomoea triloba.pdf,
Amaranthaceae,Iresine herbstii,Iresine ,herbstii,blood leaf,0,Low Risk,L (HPWRA),06/08/2004,Iresine herbstii.xls,
Irvingiaceae,Irvingia gabonensis,Irvingia ,gabonensis,"African wild mango, dikanut, ogbono",-1,Low Risk,L (HPWRA),03/01/2014,Irvingia gabonensis.pdf,
Rubiaceae,Ixora chinensis,Ixora ,chinensis,Chinese ixora,-2,Low Risk,L (HPWRA),28/04/2009,Ixora chinensis.xls,
Rubiaceae,Ixora coccinea,Ixora ,coccinea,jungle flame,4,Evaluate,Evaluate,27/06/2005,Ixora coccinea.xls,
Rubiaceae,Ixora pavetta,Ixora,pavetta,"small-flowered ixora, torch tree",1,Evaluate,Evaluate,14/06/2012,Ixora pavetta.pdf,
Bignoniaceae,Jacaranda mimosifolia,Jacaranda ,mimosifolia,jacaranda,1,Low Risk,L (HPWRA),11/08/2003,Jacaranda mimosifolia.xls,
Oleaceae,Jasminum fluminense,Jasminum ,fluminense,Brazilian jasmine,16,High Risk,H (HPWRA),07/10/2002,Jasminum fluminense.xls,
Oleaceae,Jasminum grandiflorum,Jasminum ,grandiflorum,Spanish jasmine,2,Low Risk,L (HPWRA),21/05/2010,Jasminum grandiflorum.pdf,
Oleaceae,Jasminum mesnyi,Jasminum ,mesnyi,primrose jasmine,2.5,Low Risk,L (HPWRA),27/02/2004,Jasminum mesnyi.xls,
Oleaceae,Jasminum multiflorum,Jasminum ,multiflorum,star jasmine,2,Low Risk,L (HPWRA),07/10/2002,Jasminum multiflorum.xls,
Oleaceae,Jasminum polyanthum,Jasminum ,polyanthum,winter jasmine,10,High Risk,H (HPWRA),02/07/2009,Jasminum polyanthum.xls,
Euphorbiaceae,Jatropha curcas,Jatropha ,curcas,physic nut,17,High Risk,H (HPWRA),02/11/2006,Jatropha curcas.xls,
Euphorbiaceae,Jatropha gossypiifolia,Jatropha ,gossypiifolia,belly-ache bush,18,High Risk,H (HPWRA),01/08/2003,Jatropha gossypiifolia.xls,
Euphorbiaceae,Jatropha integerrima,Jatropha ,integerrima,peregrina,0,Low Risk,L (HPWRA),01/08/2003,Jatropha integerrima.xls,
Euphorbiaceae,Jatropha multifida,Jatropha ,multifida,coralplant,8,High Risk,H (HPWRA),19/03/2010,Jatropha multifida.xls,
Euphorbiaceae,Jatropha podagrica,Jatropha ,podagrica,gout stalk,2,Low Risk,L (HPWRA),02/07/2009,Jatropha podagrica.xls,
Euphorbiaceae,Joannesia princeps,Joannesia ,princeps,"arara nut-tree, anda-acu",0,Low Risk,L (HPWRA),10/01/2011,Joannesia princeps.pdf,
Arecaceae,Johannesteijsmannia altifrons,Johannesteijsmannia ,altifrons,"diamond Joey, Joey palm",-1,Low Risk,L (HPWRA),08/08/2014,Johannesteijsmannia altifrons.pdf,
Juncaceae,Juncus effusus,Juncus,effusus,"soft rush, Japanese mat rush",21,High Risk,H (HPWRA),07/05/2013,Juncus effusus.pdf,
Juncaceae,Juncus polyanthemus,Juncus ,polyanthemus,"Australian silver rush, manyflower rush",12,High Risk,H (HPWRA),17/10/2017,Juncus polyanthemus.pdf,
Cupressaceae,Juniperus bermudiana,Juniperus,bermudiana,"Bemuda juniper, Bermuda cedar",7,High Risk,H (HPWRA),08/08/2012,Juniperus bermudiana.pdf,
Cupressaceae,Juniperus chinensis,Juniperus ,chinensis,Chinese juniper,-3,Low Risk,L (HPWRA),07/10/2002,Juniperus chinensis.xls,
Cupressaceae,Juniperus conferta,Juniperus ,conferta,shore juniper,3,Low Risk,L (HPWRA),16/05/2014,Juniperus conferta.pdf,
Cupressaceae,Juniperus virginiana,Juniperus,virginiana,eastern red cedar,7,High Risk,H (HPWRA),23/07/2013,Juniperus virginiana.pdf,
Acanthaceae,Justicia betonica,Justicia ,betonica,squirrels-tail,12,High Risk,H (HPWRA),09/11/2009,Justicia betonica.xls,
Acanthaceae,Justicia brandegeeana,Justicia ,brandegeeana,shrimp plant,-1,Low Risk,L (HPWRA),07/10/2002,Justicia brandegeeana.xls,
Acanthaceae,Justicia carnea,Justicia,carnea,"plumeflower, flamingo flower",12,High Risk,H (HPWRA),14/05/2012,Justicia carnea.pdf,
Acanthaceae,Justicia pectoralis,Justicia,pectoralis,"tilo, death angel",8,High Risk,H (HPWRA),10/01/2012,Justicia pectoralis.pdf,
Acanthaceae,Justicia spicigera,Justicia,spicigera,"Mexican indigo, mohintli",8,High Risk,H (HPWRA),27/03/2012,Justicia spicigera.pdf,
Zingiberaceae,Kaempferia galanga,Kaempferia ,galanga,galanga,1,Low Risk,L (HPWRA),02/07/2009,Kaempferia galanga.xls,
Crassulaceae,Kalanchoe beharensis,Kalanchoe ,beharensis,velvet leaf,4,Evaluate,Evaluate,21/05/2004,Kalanchoe beharensis.xls,
Crassulaceae,Kalanchoe daigremontiana,Kalanchoe ,daigremontiana,"devil's backbone, mother of thousands",24,High Risk,H (HPWRA),13/07/2017,Kalanchoe daigremontiana.pdf,
Crassulaceae,Kalanchoe delagoensis,Kalanchoe ,delagoensis,"chandelier plant, Kalanchoe tubiflora",19,High Risk,H (Hawaii),07/08/2015,Kalanchoe delagoensis.pdf,
Crassulaceae,Kalanchoe gracilipes,Kalanchoe ,gracilipes,"kalanchoe, kitchingia",0,Low Risk,L (HPWRA),20/06/2015,Kalanchoe gracilipes.pdf,
Crassulaceae,Kalanchoe pinnata,Kalanchoe ,pinnata,"airplant, cathedral bells, life plant",16,High Risk,H (Hawaii),24/03/2015,Kalanchoe pinnata.pdf,
Crassulaceae,Kalanchoe rotundifolia,Kalanchoe,rotundifolia,"common kalanchoe, nentabos",10,High Risk,H (HPWRA),29/06/2014,Kalanchoe rotundifolia.pdf,
Crassulaceae,Kalanchoe tomentosa,Kalanchoe ,tomentosa,panda plant,4,Low Risk,L (HPWRA),21/12/2006,Kalanchoe tomentosa.xls,
Fabaceae,Kennedia nigricans,Kennedia ,nigricans,"black coral-pea, black-bean",4,Evaluate,Evaluate,06/02/2018,Kennedia nigricans.pdf,
Pinaceae,Keteleeria davidiana,Keteleeria ,davidiana,keteleeria,0,Low Risk,L (HPWRA),06/01/2011,Keteleeria davidiana.pdf,
Meliaceae,Khaya nyasica,Khaya ,nyasica,east African mahogany,-1,Low Risk,L (HPWRA),02/11/2006,Khaya nyasica.xls,
Meliaceae,Khaya senegalensis,Khaya ,senegalensis,dry zone mahogany,0,Low Risk,L (HPWRA),15/07/2003,Khaya senegalensis.xls,
Bignoniaceae,Kigelia africana,Kigelia ,africana,sausage tree,0,Low Risk,L (HPWRA),15/02/2018,Kigelia africana.pdf,
Poaceae,Koeleria glauca,Koeleria ,glauca,"large blue hairgrass, glaucous hairgrass",3,Low Risk,L (HPWRA),14/03/2011,Koeleria glauca.pdf,
Sapindaceae,Koelreuteria elegans,Koelreuteria ,elegans,Chinese flame tree,8,High Risk,H (HPWRA),28/04/2009,Koelreuteria elegans.xls,
Apocynaceae,Kopsia arborea,Kopsia ,arborea,rui-mu,2,Evaluate,Evaluate,13/12/2010,Kopsia arborea.pdf,
Apocynaceae,Kopsia fruticosa,Kopsia ,fruticosa,shrub vinca,-6,Low Risk,L (HPWRA),02/11/2006,Kopsia fruticosa.xls,
Apocynaceae,Kopsia singapurensis,Kopsia ,singapurensis,Singapore kopsia,-4,Low Risk,L (HPWRA),02/11/2006,Kopsia singapurensis.xls,
Arecaceae,Laccospadix australasica,Laccospadix ,australasica,Atherton palm,1,Evaluate,Evaluate,23/11/2008,Laccospadix australasica.xls,
Cucurbitaceae,Lagenaria siceraria,Lagenaria ,siceraria,bottle gourd,0,Low Risk,L (HPWRA),07/10/2002,Lagenaria siceraria.xls,
Lythraceae,Lagerstroemia indica,Lagerstroemia ,indica,crape myrtle,6,Low Risk,L (HPWRA),20/02/2004,Lagerstroemia indica x Lagerstroemia fauriei.xls,
Lythraceae,Lagerstroemia indica x Lagerstroemia fauriei,Lagerstroemia ,indica x Lagerstroemia fauriei,crepe myrtle hybrid,4,Low Risk,L (HPWRA),08/06/2005,Lagerstroemia indica.xls,
Lythraceae,Lagerstroemia speciosa,Lagerstroemia ,speciosa,queen's crape myrtle,-4,Low Risk,L (HPWRA),07/10/2002,Lagerstroemia speciosa.xls,
Lythraceae,Lagerstroemia tomentosa,Lagerstroemia ,tomentosa,leza wood,-2,Low Risk,L (HPWRA),02/07/2009,Lagerstroemia tomentosa.xls,
Malvaceae,Lagunaria patersonia,Lagunaria ,patersonia,Norfolk Island hibiscus,7,High Risk,H (HPWRA),10/12/2010,Lagunaria patersonia.pdf,
Poaceae,Lagurus ovatus,Lagurus ,ovatus,hare's tail grass,7,High Risk,H (HPWRA),03/07/2008,Lagurus ovatus.xls,
Poaceae,Lamarckia aurea,Lamarckia ,aurea,golden dog's tail,11,High Risk,H (Hawaii),10/03/2011,Lamarckia aurea.pdf,
Meliaceae,Lansium domesticum,Lansium,domesticum,"langsat, longkong",0,Low Risk,L (HPWRA),21/11/2012,Lansium domesticum.pdf,
Verbenaceae,Lantana camara,Lantana  ,camara,lantana (wild type),32,High Risk,H (HPWRA),21/07/2010,Lantana camara.xls,
Verbenaceae,Lantana montevidensis,Lantana ,montevidensis,"trailing lantana, creeping lantana",25,High Risk,H (HPWRA),15/03/2018,Lantana montevidensis.pdf,
Urticaceae,Laportea aestuans,Laportea,aestuans,West Indian-nettle,10,High Risk,H (HPWRA),06/08/2012,Laportea aestuans.pdf,
Arecaceae,Latania loddigesii,Latania ,loddigesii,blue Latan palm,-8,Low Risk,L (HPWRA),19/03/2004,Latania loddigesii.xls,
Lauraceae,Laurus nobilis,Laurus ,nobilis,bay laurel,6,Evaluate,Evaluate,09/05/2016,Laurus nobilis.pdf,
Lamiaceae,Lavandula × intermedia,Lavandula ,× intermedia,lavandin,-6,Low Risk,L (HPWRA),13/03/2012,Lavandula × intermedia.pdf,
Lamiaceae,Lavandula dentata,Lavandula,dentata,"French lavender, fringed lavender",1,Low Risk,L (HPWRA),01/03/2013,Lavandula dentata.pdf,
Malvaceae,Lavatera maritima,Lavatera ,maritima,tree mallow,-6,Low Risk,L (HPWRA),14/08/2008,Lavatera maritima.xls,
Lythraceae,Lawsonia inermis,Lawsonia,inermis,"henna, mignonette tree",5,Evaluate,Evaluate,26/04/2012,Lawsonia inermis.pdf,
Asteraceae,Layia platyglossa,Layia ,platyglossa,tidy tips,4,Low Risk,L (HPWRA),08/10/2014,Layia platyglossa.pdf,
Malvaceae,Lebronnecia kokioides,Lebronnecia ,kokioides,No common name,-2,Low Risk,L (HPWRA),18/11/2010,Lebronnecia kokioides.pdf,
Lecythidaceae,Lecythis zabucajo,Lecythis,zabucajo,paradise nut,-4,Low Risk,L (HPWRA),17/09/2012,Lecythis zabucajo.pdf,
Leeaceae,Leea guineensis,Leea ,guineensis,Hawaiian holly,-1,Low Risk,L (HPWRA),13/05/2004,Leea guineensis.xls,
Lamiaceae,Leonotis nepetifolia,Leonotis ,nepetifolia,annual lion's ear,19,High Risk,H (HPWRA),11/08/2003,Leonotis nepetifolia.xls,
Brassicaceae,Lepidium africanum,Lepidium ,africanum,African pepperwort,10,High Risk,H (HPWRA),02/07/2009,Lepidium africanum.xls,
Brassicaceae,Lepidium virginicum,Lepidium ,virginicum,Virginia pepperweed,17,High Risk,H (HPWRA),02/07/2009,Lepidium virginicum.xls,
Poaceae,Leptochloa panicea,Leptochloa ,panicea,red sprangletop,12,High Risk,H (HPWRA),30/08/2011,Leptochloa panicea.pdf,
Myrtaceae,Leptospermum laevigatum,Leptospermum ,laevigatum,Australian teatree,11,High Risk,H (HPWRA),29/09/2010,Leptospermum laevigatum.pdf,
Myrtaceae,Leptospermum scoparium,Leptospermum ,scoparium,broom teatree,20,High Risk,H (HPWRA),22/12/2011,Leptospermum scoparium.pdf,
Fabaceae,Lespedeza cuneata,Lespedeza ,cuneata,Chinese lespedeza,17,High Risk,H (HPWRA),03/12/2004,Lespedeza cuneata.xls,
Fabaceae,Leucaena diversifolia,Leucaena ,diversifolia,"diverseleaf leadtree, upland koa haole",9,High Risk,H (HPWRA),25/04/2014,Leucaena diversifolia.pdf,
Fabaceae,Leucaena 'KX2',Leucaena,KX2',KX2,3,Evaluate,Evaluate,09/03/2012,Leucaena kx2.pdf,
Fabaceae,Leucaena leucocephala,Leucaena ,leucocephala,leucaena,15,High Risk,H (HPWRA),07/10/2002,Leucaena leucocephala.xls,
Fabaceae,Leucaena leucocephala 'Tarramba',Leucaena ,leucocephala 'Tarramba',Tarramba,10,High Risk,H (HPWRA),07/07/2009,Leucaena leucocephala tarramba.xls,
Fabaceae,Leucaena 'Wondergraze',Leucaena,Wondergraze',Wondergraze,7,High Risk,H (HPWRA),12/03/2012,Leucaena wondergraze.pdf,
Asteraceae,Leucanthemum maximum,Leucanthemum ,maximum,"max chrysanthemum, Shasta daisy",4.5,High Risk,H (HPWRA),13/03/2014,Leucanthemum maximum.pdf,
Scrophulariaceae,Leucophyllum frutescens,Leucophyllum ,frutescens,Texas ranger,-3,Low Risk,L (HPWRA),21/05/2004,Leucophyllum frutescens.xls,
Proteaceae,Leucospermum bolusii,Leucospermum ,bolusii,Gordon's Bay pincushion,-4,Low Risk,L (HPWRA),08/06/2005,Leucospermum bolusii.xls,
Proteaceae,Leucospermum conocarpodendron,Leucospermum ,conocarpodendron,grey tree pincushion,-2,Low Risk,L (HPWRA),20/03/2017,Leucospermum conocarpodendron.pdf,
Proteaceae,Leucospermum cordifolium,Leucospermum ,cordifolium,red pincushion protea,-5,Low Risk,L (HPWRA),04/04/2017,Leucospermum cordifolium.pdf,
Caprifoliaceae,Leycesteria formosa,Leycesteria ,formosa,Himalaya honeysuckle,18,High Risk,H (HPWRA),09/08/2011,Leycesteria formosa.pdf,
Chrysobalanaceae,Licania platypus,Licania,platypus,"Sansapote, monkey apple",-1,Low Risk,L (HPWRA),29/08/2012,Licania platypus.pdf,
Arecaceae,Licuala grandis,Licuala,grandis,"ruffled fan palm, Vanuatu fan palm",6,Evaluate,Evaluate,25/08/2012,Licuala grandis.pdf,
Arecaceae,Licuala spinosa,Licuala,spinosa,mangrove fan palm,8,High Risk,H (HPWRA),08/11/2013,Licuala spinosa.pdf,
Oleaceae,Ligustrum japonicum,Ligustrum ,japonicum,"Japanese privet, wax-leaf privet",9,High Risk,H (HPWRA),21/08/2017,Ligustrum japonicum.pdf,
Oleaceae,Ligustrum lucidum,Ligustrum ,lucidum,"glossy privet, broadleaf privet",19,High Risk,H (HPWRA),08/08/2017,Ligustrum lucidum.pdf,
Oleaceae,Ligustrum obtusifolium,Ligustrum ,obtusifolium,"border privet, obtuse-leaved privet",8.5,High Risk,H (HPWRA),23/08/2017,Ligustrum obtusifolium.pdf,
Oleaceae,Ligustrum ovalifolium,Ligustrum ,ovalifolium,"California privet, garden privet",9.5,High Risk,H (HPWRA),12/09/2017,Ligustrum ovalifolium.pdf,
Oleaceae,Ligustrum sinense,Ligustrum ,sinense,"Chinese privet, small-leaf privet",20,High Risk,H (HPWRA),18/09/2017,Ligustrum sinense.pdf,
Hydrocharitaceae,Limnobium laevigatum,Limnobium ,laevigatum,"Amazon frogbit, South American spongeplant",24,High Risk,H (HPWRA),16/09/2015,Limnobium laevigatum.pdf,
Hydrocharitaceae,Limnobium spongia,Limnobium ,spongia,"American spongeplant, frog's-bit",18,High Risk,H (HPWRA),11/08/2015,Limnobium spongia.pdf,
Plantaginaceae,Linaria dalmatica,Linaria ,dalmatica,dalmation toadflax,17,High Risk,H (HPWRA),16/11/2009,Linaria dalmatica.xls,
Plantaginaceae,Linaria purpurea,Linaria,purpurea,purple toadflax,1,High Risk,H (HPWRA),08/11/2012,Linaria purpurea.pdf,
Linaceae,Linum usitatissimum,Linum ,usitatissimum,flax,9.5,High Risk,H (HPWRA),14/08/2008,Linum usitatissimum.xls,
Magnoliaceae,Liriodendron tulipifera,Liriodendron ,tulipifera,"tulip poplar, yellow polar",2,Evaluate,Evaluate,23/08/2011,Liriodendron tulipifera.pdf,
Liliaceae,Liriope muscari,Liriope ,muscari,lilyturf,4.5,Low Risk,L (HPWRA),20/11/2002,Liriope muscari.xls,
Liliaceae,Liriope spicata,Liriope ,spicata,creeping lilyturf,7.5,High Risk,H (HPWRA),27/06/2005,Liriope spicata.xls,
Sapindaceae,Litchi chinensis,Litchi ,chinensis,lychee,-6,Low Risk,L (HPWRA),30/04/2004,Litchi chinensis.xls,
Arecaceae,Livistona australis,Livistona,australis,"cabbage tree, cabbage palm",3,Evaluate,Evaluate,05/04/2012,Livistona australis.pdf,
Arecaceae,Livistona chinensis,Livistona ,chinensis,Chinese fan palm,5,Evaluate,Evaluate,19/03/2004,Livistona chinensis.xls,
Arecaceae,Livistona rotundifolia,Livistona ,rotundifolia,footstool palm,-1,Low Risk,L (HPWRA),19/03/2004,Livistona rotundifolia.xls,
Arecaceae,Livistona saribus,Livistona,saribus,"taraw palm, serdang",6,Evaluate,Evaluate,16/11/2012,Livistona saribus.pdf,
Campanulaceae,Lobelia inflata,Lobelia,inflata,"Indian tobacco, pukeweed",10.5,High Risk,H (HPWRA),18/09/2013,Lobelia inflata.pdf,
Brassicaceae,Lobularia maritima,Lobularia ,maritima,sweet alyssum,8,High Risk,H (HPWRA),30/07/2010,Lobularia maritima.pdf,
Arecaceae,Lodoicea maldivica,Lodoicea ,maldivica,coco de mer,-7,Low Risk,L (HPWRA),05/08/2014,Lodoicea maldivica.pdf,
Poaceae,Lolium multiflorum,Lolium ,multiflorum,annual ryegrass,9,High Risk,H (HPWRA),20/11/2002,Lolium multiflorum.xls,
Poaceae,Lolium perenne,Lolium,perenne,perennial ryegrass,15,High Risk,H (HPWRA),02/05/2016,Lolium perenne.pdf,
Dasypogonaceae,Lomandra longifolia 'Tanika',Lomandra  ,longifolia 'Tanika',fine leaf lomandra,1,Low Risk,L (HPWRA),02/11/2006,Lomandra longifolia tanika.xls,
Fabaceae,Lonchocarpus punctatus,Lonchocarpus,punctatus,"dotted lancepod, lilac tree",3,Evaluate,Evaluate,05/02/2016,Lonchocarpus punctatus.pdf,
Caprifoliaceae,Lonicera japonica,Lonicera ,japonica,Japanese honeysuckle,12,High Risk,H (HPWRA),30/04/2004,Lonicera japonica.xls,
Caprifoliaceae,Lonicera x heckrottii,Lonicera ,x heckrottii,goldflame honeysuckle,-5,Low Risk,L (HPWRA),12/08/2004,Lonicera x heckrottii.xls,
Malpighiaceae,Lophanthera lactescens,Lophanthera,lactescens,golden chain tree,0,Low Risk,L (HPWRA),27/01/2012,Lophanthera lactescens.pdf,
Scrophulariaceae,Lophospermum erubescens,Lophospermum ,erubescens,creeping gloxinia,10,High Risk,H (HPWRA),18/08/2012,Lophospermum erubescens.pdf,
Scrophulariaceae,Lophospermum scandens,Lophospermum ,scandens,twining snapdragon,-2,Low Risk,L (HPWRA),02/11/2006,Lophospermum scandens.xls,
Myrtaceae,Lophostemon confertus,Lophostemon ,confertus,Brisbane box,-3,Low Risk,L (HPWRA),20/11/2002,Lophostemon confertus.xls,
Fabaceae,Lotus berthelotti,Lotus ,berthelotti,parrot's beak,-1,Low Risk,L (HPWRA),30/04/2004,Lotus berthelotti.xls,
Onagraceae,Ludwigia repens,Ludwigia ,repens,"creeping primrosewillow, red ludwigia",22,High Risk,H (HPWRA),21/10/2015,Ludwigia repens.pdf,
Onagraceae,Ludwigia sedoides,Ludwigia,sedoides,"mosaic flower, false loosestrife",13,High Risk,H (HPWRA),02/05/2013,Ludwigia sedoides.pdf,
Cucurbitaceae,Luffa acutangula,Luffa,acutangula,"angled loofah, ribbed gourd",2,Evaluate,Evaluate,17/05/2013,"Luffa acutangula,pdf",
Cucurbitaceae,Luffa cylindrica,Luffa,cylindrica,"smooth loofah, vegetable sponge",8,High Risk,H (HPWRA),23/05/2013,Luffa cylindrica.pdf,
Cucurbitaceae,Luffa operculata,Luffa,operculata,"sponge cucumber, wild loofa",2,Evaluate,Evaluate,29/05/2013,Luffa operculata.pdf,
Myrtaceae,Luma apiculata,Luma ,apiculata,"arrayan, Chilean myrtle",0,Low Risk,L (HPWRA),10/12/2010,Luma apiculata.pdf,
Fabaceae,Lupinus albifrons,Lupinus ,albifrons,silver lupine,5.5,Evaluate,Evaluate,02/07/2009,Lupinus albifrons.xls,
Fabaceae,Lupinus densiflorus,Lupinus,densiflorus,"golden lupine, whitewhorl lupine",7,High Risk,H (HPWRA),18/10/2014,Lupinus densiflorus.pdf,
Fabaceae,Lupinus succulentus,Lupinus ,succulentus,arroyo lupine,3,Low Risk,L (HPWRA),16/10/2014,Lupinus succulentus.pdf,
Juncaceae,Luzula nivea,Luzula ,nivea,snowy wood rush,4,Low Risk,L (HPWRA),03/07/2008,Luzula nivea.xls,
Juncaceae,Luzula sylvactica,Luzula ,sylvactica,greater woodrush,7,High Risk,H (HPWRA),03/07/2008,Luzula sylvatica.xls,
Solanaceae,Lycium barbarum,Lycium ,barbarum,"goji berry, matrimony vine ",12,High Risk,H (HPWRA),17/12/2009,Lycium barbarum.xls,
Solanaceae,Lycium chinense,Lycium ,chinense,Chinese desert-thorn,8,High Risk,H (HPWRA),22/01/2008,Lycium chinense.xls,
Schizaeaceae,Lygodium japonicum,Lygodium ,japonicum,Japanese climbing fern,23,High Risk,H (HPWRA),23/09/2009,Lygodium japonicum.xls,
Fabaceae,Lysiloma latisiliquum,Lysiloma,latisiliquum,"wild tamarind, false tamarind",2,Low Risk,L (HPWRA),02/05/2012,Lysiloma latisiliquum.pdf,
Fabaceae,Lysiloma watsonii,Lysiloma ,watsonii,lysiloma,-5,Low Risk,L (HPWRA),13/05/2004,Lysiloma watsonii.xls,
Primulaceae,Lysimachia fortunei 'Super Snow',Lysimachia    ,fortunei 'Super Snow',lysimachia,8,High Risk,H (HPWRA),02/11/2006,Lysimachia fortunei super snow.xls,
Proteaceae,Macadamia integrifolia,Macadamia ,integrifolia,macadamia,-1,Low Risk,L (HPWRA),28/04/2009,Macadamia integrifolia.xls,
Euphorbiaceae,Macaranga grandifolia,Macaranga ,grandifolia,"abing-abing, bing-abing, coraltree",4,Evaluate,Evaluate,04/05/2017,Macaranga grandifolia.pdf,
Euphorbiaceae,Macaranga mappa,Macaranga ,mappa,bingabing,11,High Risk,H (Hawaii),23/11/2008,Macaranga mappa.xls,
Euphorbiaceae,Macaranga tanarius,Macaranga ,tanarius,parasol leaf tree,12,High Risk,H (HPWRA),01/06/2010,Macaranga tanarius.pdf,
Bignoniaceae,Macfadyena unguis-cati,Macfadyena ,unguis-cati,cat's claw vine,17,High Risk,H (HPWRA),11/08/2003,Macfadyena unguis-cati.xls,
Moraceae,Maclura pomifera,Maclura ,pomifera,"osage-orange, hedge-apple ",5,Evaluate,Evaluate,13/04/2011,Maclura pomifera.xls,
Fabaceae,Macroptilium atropurpureum,Macroptilium ,atropurpureum,siratro,7,High Risk,H (HPWRA),11/02/2003,Macroptilium atropurpureum.xls,
Fabaceae,Macroptilium bracteatum,Macroptilium ,bracteatum,burgundy bean,-1,Low Risk,L (HPWRA),02/11/2006,Macroptilium bracteatum.xls,
Thelypteridaceae,Macrothelypteris torresiana,Macrothelypteris ,torresiana,"Mariana maiden fern, Torres's fern, wood fern",12,High Risk,H (HPWRA),13/09/2017,Macrothelypteris torresiana.pdf,
Fabaceae,Macrotyloma axillare,Macrotyloma ,axillare,perennial horsegram,10,High Risk,H (HPWRA),02/07/2009,Macrotyloma axillare.xls,
Rhamnaceae,Maesopsis eminii,Maesopsis ,eminii,umbrella tree,4,Evaluate,Evaluate,11/08/2003,Maesopsis eminii.pdf,
Magnoliaceae,Magnolia grandiflora,Magnolia ,grandiflora,southern magnolia,0,Low Risk,L (HPWRA),07/10/2002,Magnolia grandiflora.xls,
Magnoliaceae,Magnolia stellata,Magnolia ,stellata,star magnolia,1.5,Evaluate,Evaluate,18/05/2014,Magnolia stellata.pdf,
Magnoliaceae,Magnolia tripetala,Magnolia ,tripetala,umbrella tree,0,Low Risk,L (HPWRA),21/05/2014,Magnolia tripetala.pdf,
Magnoliaceae,Magnolia wilsonii,Magnolia ,wilsonii,Wilson's magnolia,-3,Low Risk,L (HPWRA),31/03/2014,Magnolia wilsonii.pdf,
Sapindaceae,Majidea zanguebarica,Majidea ,zanguebarica,black pearl tree,-2,Low Risk,L (HPWRA),12/05/2008,Majidea zanguebarica.xls,
Malpighiaceae,Malpighia emarginata,Malpighia ,emarginata,"acerola, Barbados cherry",-1,Low Risk,L (HPWRA),02/06/2013,Malpighia emarginata.pdf,
Malvaceae,Malvaviscus penduliflorus,Malvaviscus ,penduliflorus,Turk's cap,-9,Low Risk,L (HPWRA),20/08/2003,Malvaviscus penduliflorus.xls,
Clusiaceae,Mammea americana,Mammea,americana,"mammee apple, tropical apricot",-1,Low Risk,L (HPWRA),24/02/2012,Mammea americana.pdf,
Apocynaceae,Mandevilla boliviensis,Mandevilla,boliviensis,"white dipladenia, white mandevilla",1,Evaluate,Evaluate,06/08/2012,Mandevilla boliviensis.pdf,
Apocynaceae,Mandevilla sanderi,Mandevilla,sanderi,"Brazilian jasmine, shrub displadenia",-2,Low Risk,L (HPWRA),05/08/2012,Mandevilla sanderi.pdf,
Apocynaceae,Mandevilla x amabilis,Mandevilla ,x amabilis,pink allamanda hybrid,-11,Low Risk,L (HPWRA),03/12/2004,Mandevilla x amabilis.xls,
Anacardiaceae,Mangifera casturi,Mangifera,casturi,"Kalimantan mango, kasturi",-2,Low Risk,L (HPWRA),09/09/2013,Mangifera casturi.pdf,
